"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"3041206-20","","竹木場(2)","","33.421525","129.920395","3041206-20","","0","3041206","",""
"3041205-20","","小十入口(2)","","33.42437","129.91629","3041205-20","","0","3041205","",""
"3041200-20","","ぼたんと緑の丘入口(2)","","33.42361","129.87474","3041200-20","","0","3041200","",""
"3047233-10","","ネッツトヨタ前(1)","","33.42993","129.98776","3047233-10","","0","3047233","",""
"3047234-10","","西山(1)","","33.42881","129.98407","3047234-10","","0","3047234","",""
"3004035-20","","丸宗(2)","","33.43188","129.98093","3004035-20","","0","3004035","",""
"3007049-20","","本村(2)","","33.43521","129.98073","3007049-20","","0","3007049","",""
"3007048-20","","用尺南(2)","","33.43755","129.98161","3007048-20","","0","3007048","",""
"3007047-20","","五中前(2)","","33.4401","129.98259","3007047-20","","0","3007047","",""
"3007047-10","","五中前(1)","","33.43999","129.98265","3007047-10","","0","3007047","",""
"3007048-10","","用尺南(1)","","33.43689","129.98145","3007048-10","","0","3007048","",""
"3007049-10","","本村(1)","","33.43511","129.98079","3007049-10","","0","3007049","",""
"3004035-10","","丸宗(1)","","33.43183","129.98126","3004035-10","","0","3004035","",""
"3047234-20","","西山(2)","","33.42903","129.98381","3047234-20","","0","3047234","",""
"3047233-20","","ネッツトヨタ前(2)","","33.43015","129.98781","3047233-20","","0","3047233","",""
"3084482-20","","駄市川原(2)","","33.30918","130.2765","3084482-20","","0","3084482","",""
"3084481-20","","大和中学校前(2)","","33.3091","130.2693","3084481-20","","0","3084481","",""
"3084480-20","","立石(2)","","33.30841","130.26509","3084480-20","","0","3084480","",""
"3084479-00","","大橋（大和町）","","33.3076","130.25954","3084479-00","","0","3084479","",""
"3084478-20","","中極(2)","","33.30648","130.25407","3084478-20","","0","3084478","",""
"3084477-20","","大久保（大和町）(2)","","33.30491","130.24936","3084477-20","","0","3084477","",""
"3084476-00","","江熊野","","33.304","130.24614","3084476-00","","0","3084476","",""
"3084475-20","","大和特別支援学校前(2)","","33.3034","130.24283","3084475-20","","0","3084475","",""
"3084474-00","","今古賀（大和町）","","33.30307","130.24059","3084474-00","","0","3084474","",""
"3084473-20","","山王(2)","","33.30253","130.2374","3084473-20","","0","3084473","",""
"3084472-20","","今市(2)","","33.3016","130.23155","3084472-20","","0","3084472","",""
"3084471-20","","大地町(2)","","33.3005","130.22481","3084471-20","","0","3084471","",""
"3084470-00","","御門前","","33.29962","130.21547","3084470-00","","0","3084470","",""
"3084469-20","","高原(2)","","33.2997","130.20746","3084469-20","","0","3084469","",""
"3084468-20","","上町（小城）(2)","","33.29997","130.20392","3084468-20","","0","3084468","",""
"3084467-00","","ひらまつ病院","","33.29765","130.20076","3084467-00","","0","3084467","",""
"3084466-20","","下町（小城）(2)","","33.29544","130.20117","3084466-20","","0","3084466","",""
"3080413-00","","小城","","33.29356","130.19905","3080413-00","","0","3080413","",""
"3084466-10","","下町（小城）(1)","","33.29549","130.20103","3084466-10","","0","3084466","",""
"3084468-10","","上町（小城）(1)","","33.30029","130.20396","3084468-10","","0","3084468","",""
"3084469-10","","高原(1)","","33.29976","130.20753","3084469-10","","0","3084469","",""
"3084471-10","","大地町(1)","","33.30087","130.22607","3084471-10","","0","3084471","",""
"3084472-10","","今市(1)","","33.30174","130.23181","3084472-10","","0","3084472","",""
"3084473-10","","山王(1)","","33.30238","130.23553","3084473-10","","0","3084473","",""
"3084475-10","","大和特別支援学校前(1)","","33.30354","130.24319","3084475-10","","0","3084475","",""
"3084477-10","","大久保（大和町）(1)","","33.3051","130.24971","3084477-10","","0","3084477","",""
"3084478-10","","中極(1)","","33.30711","130.25543","3084478-10","","0","3084478","",""
"3084480-10","","立石(1)","","33.30838","130.26421","3084480-10","","0","3084480","",""
"3084481-10","","大和中学校前(1)","","33.30915","130.26854","3084481-10","","0","3084481","",""
"3084482-10","","駄市川原(1)","","33.30931","130.27759","3084482-10","","0","3084482","",""
"1036276-02","","アルタ高木瀬店前(2)","","33.29272","130.28627","1036276-02","","0","1036276","",""
"3084495-10","","商業校門前(1)","","33.27013","130.29572","3084495-10","","0","3084495","",""
"3084496-10","","三溝東(1)","","33.26789","130.29671","3084496-10","","0","3084496","",""
"1001002-07","","佐賀駅バスセンター 7番のりば","","33.26465","130.29899","1001002-07","","0","1001002","",""
"3084498-20","","愛敬町(2)","","33.26215","130.29993","3084498-20","","0","3084498","",""
"3070346-00","","イオン前","","33.43647","130.01234","3070346-00","","0","3070346","",""
"3004042-00","","工業高校前","","33.39433","129.97163","3004042-00","","0","3004042","",""
"3019104-00","","石志","","33.3928","129.96512","3019104-00","","0","3019104","",""
"3606194-00","","姪浜駅南口","","33.583485","130.324926","3606194-00","","0","3606194","",""
"3606018-02","","姪の浜(2)","","33.587314","130.324555","3606018-02","","0","3606018","",""
"3606019-02","","小戸(2)","","33.586941","130.317335","3606019-02","","0","3606019","",""
"3606121-02","","小戸中央(2)","","33.588829","130.315195","3606121-02","","0","3606121","",""
"3606120-02","","小戸公園(2)","","33.590888","130.315018","3606120-02","","0","3606120","",""
"3606119-00","","マリノアシティ福岡","","33.596005","130.321134","3606119-00","","0","3606119","",""
"3004040-20","","鬼塚中学校前(2)","","33.40186","129.97414","3004040-20","","0","3004040","",""
"3004041-10","","唐津自動車学校前(1)","","33.39749","129.97803","3004041-10","","0","3004041","",""
"3066323-20","","山本(2)","","33.39225","129.98111","3066323-20","","0","3066323","",""
"3066322-20","","心月寺前(2)","","33.38624","129.98322","3066322-20","","0","3066322","",""
"3080460-20","","鹿の口(2)","","33.38372","129.9854","3080460-20","","0","3080460","",""
"3080459-20","","三段間(2)","","33.37231","129.99678","3080459-20","","0","3080459","",""
"3080458-20","","牟田部(2)","","33.36707","130.00172","3080458-20","","0","3080458","",""
"3080457-20","","久保(2)","","33.35783","130.00446","3080457-20","","0","3080457","",""
"3080456-20","","相知山崎(2)","","33.35311","130.00615","3080456-20","","0","3080456","",""
"3080455-20","","末広町(2)","","33.35231","130.00833","3080455-20","","0","3080455","",""
"3080454-20","","相知市民センター前(2)","","33.35095","130.01135","3080454-20","","0","3080454","",""
"3080453-20","","相知郵便局前(2)","","33.34955","130.01349","3080453-20","","0","3080453","",""
"3080452-20","","相知駅前(2)","","33.34726","130.01974","3080452-20","","0","3080452","",""
"3080451-20","","鷹取(2)","","33.34463","130.02591","3080451-20","","0","3080451","",""
"3080450-20","","長部田(2)","","33.34229","130.02922","3080450-20","","0","3080450","",""
"3080449-20","","相知警察署前(2)","","33.33972","130.03275","3080449-20","","0","3080449","",""
"3080448-20","","田頭橋(2)","","33.33445","130.03859","3080448-20","","0","3080448","",""
"3080447-20","","岩屋駅前(2)","","33.33137","130.0383","3080447-20","","0","3080447","",""
"3080446-20","","岩屋（厳木）(2)","","33.32854","130.03827","3080446-20","","0","3080446","",""
"3080445-20","","町切(2)","","33.32641","130.0403","3080445-20","","0","3080445","",""
"3080444-20","","箞木小学校前(2)","","33.32387","130.04626","3080444-20","","0","3080444","",""
"3080443-20","","大橋（厳木）(2)","","33.32364","130.05359","3080443-20","","0","3080443","",""
"3080442-20","","厳木駅前(2)","","33.3232","130.0609","3080442-20","","0","3080442","",""
"3080441-20","","厳木市民センター前(2)","","33.32138","130.06535","3080441-20","","0","3080441","",""
"3080440-10","","厳木中学校前(1)","","33.31669","130.06607","3080440-10","","0","3080440","",""
"3080461-00","","きゅうらぎ温泉","","33.31422","130.06844","3080461-00","","0","3080461","",""
"3080439-20","","牧瀬(2)","","33.313968","130.070622","3080439-20","","0","3080439","",""
"3080438-20","","コミニティーセンタ前(2)","","33.31261","130.07297","3080438-20","","0","3080438","",""
"3080437-20","","笹原峠(2)","","33.30761","130.07578","3080437-20","","0","3080437","",""
"3080436-20","","番所(2)","","33.29911","130.08461","3080436-20","","0","3080436","",""
"3080435-20","","莇原北町(2)","","33.29447","130.08861","3080435-20","","0","3080435","",""
"3080434-20","","莇原中町(2)","","33.2912","130.09181","3080434-20","","0","3080434","",""
"3080433-00","","多久駅北口","","33.28842","130.09575","3080433-00","","0","3080433","",""
"3080432-20","","砂原(2)","","33.28829","130.09853","3080432-20","","0","3080432","",""
"3080431-20","","公園入口(2)","","33.28773","130.10124","3080431-20","","0","3080431","",""
"3080430-20","","多久市児童センター前(2)","","33.28627","130.10825","3080430-20","","0","3080430","",""
"3080429-20","","多久市役所(2)","","33.28854","130.11046","3080429-20","","0","3080429","",""
"3080428-20","","多久原(2)","","33.29084","130.1147","3080428-20","","0","3080428","",""
"3080427-20","","両の原(2)","","33.28802","130.12422","3080427-20","","0","3080427","",""
"3080426-20","","大工田西(2)","","33.28735","130.12674","3080426-20","","0","3080426","",""
"3080425-20","","大工田(2)","","33.28644","130.13019","3080425-20","","0","3080425","",""
"3080424-20","","別府(2)","","33.28399","130.13927","3080424-20","","0","3080424","",""
"3080423-10","","東多久(1)","","33.28344","130.14442","3080423-10","","0","3080423","",""
"3080422-20","","赤坂橋(2)","","33.28327","130.14833","3080422-20","","0","3080422","",""
"3080421-20","","東原庠舎東部校前(2)","","33.28262","130.15263","3080421-20","","0","3080421","",""
"3080420-20","","古賀山(2)","","33.28264","130.1572","3080420-20","","0","3080420","",""
"3080419-20","","渋木(2)","","33.2842","130.16154","3080419-20","","0","3080419","",""
"3080418-20","","旭ヶ丘(2)","","33.28927","130.16742","3080418-20","","0","3080418","",""
"3080417-20","","一本松(2)","","33.29063","130.17007","3080417-20","","0","3080417","",""
"3080416-20","","天山宮前(2)","","33.29154","130.17845","3080416-20","","0","3080416","",""
"3080415-20","","果樹試験場前(2)","","33.29248","130.18614","3080415-20","","0","3080415","",""
"3080414-20","","西小路(2)","","33.29338","130.19304","3080414-20","","0","3080414","",""
"3080412-20","","蛭子町(2)","","33.29269","130.20279","3080412-20","","0","3080412","",""
"3080411-20","","平井(2)","","33.28838","130.2061","3080411-20","","0","3080411","",""
"3080410-20","","三津(2)","","33.28005","130.21292","3080410-20","","0","3080410","",""
"3080409-20","","大寺(2)","","33.27505","130.21698","3080409-20","","0","3080409","",""
"3080408-20","","五条(2)","","33.26646","130.22391","3080408-20","","0","3080408","",""
"3080407-20","","山領(2)","","33.25863","130.23016","3080407-20","","0","3080407","",""
"3080406-20","","久保田(2)","","33.25329","130.2345","3080406-20","","0","3080406","",""
"3080405-02","","徳万(2)","","33.25099","130.23633","3080405-02","","0","3080405","",""
"3080405-01","","徳万(1)","","33.25055","130.23659","3080405-01","","0","3080405","",""
"3080406-10","","久保田(1)","","33.2538","130.23395","3080406-10","","0","3080406","",""
"3080407-10","","山領(1)","","33.25927","130.2296","3080407-10","","0","3080407","",""
"3080408-10","","五条(1)","","33.26678","130.22353","3080408-10","","0","3080408","",""
"3080409-10","","大寺(1)","","33.27387","130.21774","3080409-10","","0","3080409","",""
"3080410-10","","三津(1)","","33.27992","130.21292","3080410-10","","0","3080410","",""
"3080411-10","","平井(1)","","33.28765","130.20671","3080411-10","","0","3080411","",""
"3080412-10","","蛭子町(1)","","33.29288","130.20244","3080412-10","","0","3080412","",""
"3080414-10","","西小路(1)","","33.29306","130.19148","3080414-10","","0","3080414","",""
"3080415-10","","果樹試験場前(1)","","33.29239","130.18582","3080415-10","","0","3080415","",""
"3080416-10","","天山宮前(1)","","33.29141","130.17796","3080416-10","","0","3080416","",""
"3080417-10","","一本松(1)","","33.29062","130.1694","3080417-10","","0","3080417","",""
"3080418-10","","旭ヶ丘(1)","","33.28886","130.16714","3080418-10","","0","3080418","",""
"3080419-10","","渋木(1)","","33.28418","130.16164","3080419-10","","0","3080419","",""
"3080420-10","","古賀山(1)","","33.2826","130.15762","3080420-10","","0","3080420","",""
"3080421-10","","東原庠舎東部校前(1)","","33.28245","130.15291","3080421-10","","0","3080421","",""
"3080422-10","","赤坂橋(1)","","33.28316","130.14844","3080422-10","","0","3080422","",""
"3080423-20","","東多久(2)","","33.28315","130.14256","3080423-20","","0","3080423","",""
"3080424-10","","別府(1)","","33.28372","130.13985","3080424-10","","0","3080424","",""
"3080425-10","","大工田(1)","","33.28624","130.13062","3080425-10","","0","3080425","",""
"3080426-10","","大工田西(1)","","33.28729","130.12677","3080426-10","","0","3080426","",""
"3080427-10","","両の原(1)","","33.2881","130.12372","3080427-10","","0","3080427","",""
"3080428-10","","多久原(1)","","33.29067","130.11455","3080428-10","","0","3080428","",""
"3080429-10","","多久市役所(1)","","33.28865","130.11053","3080429-10","","0","3080429","",""
"3080430-10","","多久市児童センター前(1)","","33.28627","130.10835","3080430-10","","0","3080430","",""
"3080431-10","","公園入口(1)","","33.28749","130.10213","3080431-10","","0","3080431","",""
"3080432-10","","砂原(1)","","33.28807","130.09911","3080432-10","","0","3080432","",""
"3080434-10","","莇原中町(1)","","33.29127","130.0916","3080434-10","","0","3080434","",""
"3080435-10","","莇原北町(1)","","33.29443","130.08853","3080435-10","","0","3080435","",""
"3080436-10","","番所(1)","","33.29906","130.08452","3080436-10","","0","3080436","",""
"3080437-10","","笹原峠(1)","","33.30746","130.07564","3080437-10","","0","3080437","",""
"3080438-10","","コミニティーセンタ前(1)","","33.3127","130.07263","3080438-10","","0","3080438","",""
"3080439-10","","牧瀬(1)","","33.314111","130.06866","3080439-10","","0","3080439","",""
"3080440-20","","厳木中学校前(2)","","33.31854","130.06569","3080440-20","","0","3080440","",""
"3080441-10","","厳木市民センター前(1)","","33.32144","130.06522","3080441-10","","0","3080441","",""
"3080442-10","","厳木駅前(1)","","33.32306","130.06079","3080442-10","","0","3080442","",""
"3080443-10","","大橋（厳木）(1)","","33.32357","130.05365","3080443-10","","0","3080443","",""
"3080444-10","","箞木小学校前(1)","","33.3238","130.04662","3080444-10","","0","3080444","",""
"3080445-10","","町切(1)","","33.32613","130.04039","3080445-10","","0","3080445","",""
"3080446-10","","岩屋（厳木）(1)","","33.32996","130.03806","3080446-10","","0","3080446","",""
"3080447-10","","岩屋駅前(1)","","33.33131","130.03816","3080447-10","","0","3080447","",""
"3080448-10","","田頭橋(1)","","33.33452","130.03847","3080448-10","","0","3080448","",""
"3080449-10","","相知警察署前(1)","","33.34001","130.03221","3080449-10","","0","3080449","",""
"3080450-10","","長部田(1)","","33.34214","130.02919","3080450-10","","0","3080450","",""
"3080451-10","","鷹取(1)","","33.34513","130.02483","3080451-10","","0","3080451","",""
"3080452-10","","相知駅前(1)","","33.34721","130.01973","3080452-10","","0","3080452","",""
"3080453-10","","相知郵便局前(1)","","33.34941","130.01361","3080453-10","","0","3080453","",""
"3080454-10","","相知市民センター前(1)","","33.35102","130.01111","3080454-10","","0","3080454","",""
"3080455-10","","末広町(1)","","33.35212","130.00868","3080455-10","","0","3080455","",""
"3080456-10","","相知山崎(1)","","33.35317","130.00584","3080456-10","","0","3080456","",""
"3080457-10","","久保(1)","","33.35848","130.0049","3080457-10","","0","3080457","",""
"3080458-10","","牟田部(1)","","33.36752","130.00101","3080458-10","","0","3080458","",""
"3080459-10","","三段間(1)","","33.37283","129.99614","3080459-10","","0","3080459","",""
"3080460-10","","鹿の口(1)","","33.38409","129.98482","3080460-10","","0","3080460","",""
"3066322-10","","心月寺前(1)","","33.38617","129.98303","3066322-10","","0","3066322","",""
"3066323-10","","山本(1)","","33.39269","129.98068","3066323-10","","0","3066323","",""
"3004041-20","","唐津自動車学校前(2)","","33.3982","129.97743","3004041-20","","0","3004041","",""
"3004040-10","","鬼塚中学校前(1)","","33.40159","129.9742","3004040-10","","0","3004040","",""
"3004033-00","","唐津南高下","","33.44565","129.9576","3004033-00","","0","3004033","",""
"3004034-10","","まいづる９９９前(1)","","33.43911","129.96722","3004034-10","","0","3004034","",""
"3607021-00","","加布里","","33.546221","130.160907","3607021-00","","0","3607021","",""
"3607038-01","","加布里東口(1)","","33.546704","130.164345","3607038-01","","0","3607038","",""
"3607003-01","","筒井町(1)","","33.557375","130.193095","3607003-01","","0","3607003","",""
"3607133-00","","上町（前原）","","33.558281","130.204558","3607133-00","","0","3607133","",""
"3607238-02","","篠原公園(2)","","33.553925","130.2048","3607238-02","","0","3607238","",""
"3607226-02","","南風台東(2)","","33.54999","130.199397","3607226-02","","0","3607226","",""
"3607232-02","","南風台中央(2)","","33.548694","130.195475","3607232-02","","0","3607232","",""
"3607243-01","","前原インター口(1)","","33.544248","130.196933","3607243-01","","0","3607243","",""
"3607272-01","","産業団地前(1)","","33.542126","130.198792","3607272-01","","0","3607272","",""
"3606007-01","","天神四丁目(1)","","33.593371","130.401081","3606007-01","","0","3606007","",""
"3606006-01","","中洲(1)","","33.594304","130.402885","3606006-01","","0","3606006","",""
"3606005-01","","博多五町(1)","","33.5971","130.405595","3606005-01","","0","3606005","",""
"3606004-01","","呉服町(1)","","33.598501","130.408994","3606004-01","","0","3606004","",""
"3606003-01","","祗園町(1)","","33.594752","130.413838","3606003-01","","0","3606003","",""
"3606002-00","","博多バスターミナル","","33.591486","130.419726","3606002-00","","0","3606002","",""
"3606003-02","","祗園町(2)","","33.594792","130.413256","3606003-02","","0","3606003","",""
"3606004-02","","呉服町(2)","","33.596594","130.410937","3606004-02","","0","3606004","",""
"3606005-02","","博多五町(2)","","33.596777","130.405846","3606005-02","","0","3606005","",""
"3606006-02","","中洲(2)","","33.594145","130.40328","3606006-02","","0","3606006","",""
"3606007-02","","天神四丁目(2)","","33.593075","130.401271","3606007-02","","0","3606007","",""
"3606008-00","","天神三丁目","","33.591423","130.396297","3606008-00","","0","3606008","",""
"3607272-02","","産業団地前(2)","","33.542308","130.198473","3607272-02","","0","3607272","",""
"3607243-02","","前原インター口(2)","","33.544509","130.19651","3607243-02","","0","3607243","",""
"3607232-01","","南風台中央(1)","","33.549022","130.196534","3607232-01","","0","3607232","",""
"3607226-01","","南風台東(1)","","33.550716","130.200255","3607226-01","","0","3607226","",""
"3607238-01","","篠原公園(1)","","33.554046","130.204797","3607238-01","","0","3607238","",""
"3607003-02","","筒井町(2)","","33.557522","130.193426","3607003-02","","0","3607003","",""
"3607038-02","","加布里東口(2)","","33.54659","130.16416","3607038-02","","0","3607038","",""
"3063293-00","","広田","","33.3979","130.0369","3063293-00","","0","3063293","",""
"3063294-00","","山の下","","33.40185","130.03447","3063294-00","","0","3063294","",""
"3063295-00","","河内","","33.40538","130.03331","3063295-00","","0","3063295","",""
"3063296-00","","高良","","33.40784","130.03149","3063296-00","","0","3063296","",""
"3063297-00","","半田","","33.41191","130.03012","3063297-00","","0","3063297","",""
"3063298-10","","半田神社前","","33.413333","130.02887","3063298-10","","0","3063298","",""
"3063299-00","","共撰場前","","33.415","130.02594","3063299-00","","0","3063299","",""
"3063300-00","","矢作","","33.41693","130.02089","3063300-00","","0","3063300","",""
"3063301-00","","東宇木","","33.40791","130.02014","3063301-00","","0","3063301","",""
"3063302-00","","宝満神社前","","33.40026","130.01555","3063302-00","","0","3063302","",""
"3063303-00","","宇木中","","33.39687","130.01675","3063303-00","","0","3063303","",""
"3063304-00","","宇木","","33.39059","130.01843","3063304-00","","0","3063304","",""
"3063305-00","","柏崎","","33.41174","130.01083","3063305-00","","0","3063305","",""
"3063306-00","","宇木入口","","33.41916","130.01294","3063306-00","","0","3063306","",""
"3063307-00","","梶原","","33.42103","130.01175","3063307-00","","0","3063307","",""
"3063308-00","","梶原入口","","33.42318","130.01042","3063308-00","","0","3063308","",""
"3063309-10","","鏡山小学校前(1)","","33.42539","130.00861","3063309-10","","0","3063309","",""
"3119776-00","","子安様前","","33.34643","129.91701","3119776-00","","0","3119776","",""
"3119775-00","","真手野下","","33.34388","129.91158","3119775-00","","0","3119775","",""
"3119774-00","","真手野（黒川町）","","33.34325","129.90961","3119774-00","","0","3119774","",""
"3119773-00","","長尾","","33.34178","129.90683","3119773-00","","0","3119773","",""
"3119772-00","","長尾上","","33.3404","129.90488","3119772-00","","0","3119772","",""
"3119771-00","","畑川内","","33.33829","129.8996","3119771-00","","0","3119771","",""
"3119770-00","","八坂神社","","33.33683","129.89716","3119770-00","","0","3119770","",""
"3119769-01","","片田原(2)","","33.336","129.894282","3119769-01","","0","3119769","",""
"3119768-00","","楠立","","33.33222","129.88782","3119768-00","","0","3119768","",""
"3119767-00","","奥野","","33.33476","129.87395","3119767-00","","0","3119767","",""
"3119766-10","","土井頭(1)","","33.33113","129.86778","3119766-10","","0","3119766","",""
"3119765-00","","黒川小学校前","","33.33197","129.86307","3119765-00","","0","3119765","",""
"3119764-00","","灰崎","","33.33079","129.85579","3119764-00","","0","3119764","",""
"3119763-00","","黒川","","33.33149","129.85204","3119763-00","","0","3119763","",""
"3119769-00","","片田原","","33.33565","129.8933","3119769-00","","0","3119769","",""
"3084498-10","","愛敬町(1)","","33.26225","130.29994","3084498-10","","0","3084498","",""
"3084496-20","","三溝東(2)","","33.26838","130.29651","3084496-20","","0","3084496","",""
"3084495-20","","商業校門前(2)","","33.27011","130.29555","3084495-20","","0","3084495","",""
"1036276-01","","アルタ高木瀬店前(1)","","33.29279","130.2865","1036276-01","","0","1036276","",""
"3009062-00","","殿の浦","","33.53656","129.89139","3009062-00","","0","3009062","",""
"3009061-20","","殿の浦南(2)","","33.5318","129.89162","3009061-20","","0","3009061","",""
"3009060-03","","ひばりヶ丘(3)","","33.52971","129.88907","3009060-03","","0","3009060","",""
"3010077-20","","伊達政宗陣跡（海青中学校前）(2)","","33.52955","129.88568","3010077-20","","0","3010077","",""
"3010076-20","","名護屋大橋(2)","","33.52913","129.88417","3010076-20","","0","3010076","",""
"3010075-00","","名護屋浜","","33.53313","129.87807","3010075-00","","0","3010075","",""
"3010074-20","","名護屋港入口(2)","","33.52844","129.87897","3010074-20","","0","3010074","",""
"3010073-20","","鎮西市民センター前(2)","","33.528818","129.875331","3010073-20","","0","3010073","",""
"3010072-20","","名護屋城博物館入口(2)","","33.5289","129.8734","3010072-20","","0","3010072","",""
"3010071-20","","名護屋城址(2)","","33.53175","129.86937","3010071-20","","0","3010071","",""
"3023129-20","","串(2)","","33.518849","129.853234","3023129-20","","0","3023129","",""
"3023128-00","","外津橋","","33.51448","129.84686","3023128-00","","0","3023128","",""
"3027148-20","","石田入口(2)","","33.47584","129.85309","3027148-20","","0","3027148","",""
"3027145-20","","浜野浦の棚田(2)","","33.4915","129.84802","3027145-20","","0","3027145","",""
"3023129-10","","串(1)","","33.51882","129.852333","3023129-10","","0","3023129","",""
"3010072-10","","名護屋城博物館入口(1)","","33.52908","129.87337","3010072-10","","0","3010072","",""
"3010073-10","","鎮西市民センター前(1)","","33.52879","129.87607","3010073-10","","0","3010073","",""
"3010074-10","","名護屋港入口(1)","","33.52856","129.87888","3010074-10","","0","3010074","",""
"3010076-10","","名護屋大橋(1)","","33.52916","129.88391","3010076-10","","0","3010076","",""
"3010077-10","","伊達政宗陣跡（海青中学校前）(1)","","33.52971","129.8868","3010077-10","","0","3010077","",""
"3009060-02","","ひばりヶ丘(2)","","33.52996","129.88994","3009060-02","","0","3009060","",""
"3009061-10","","殿の浦南(1)","","33.53164","129.89136","3009061-10","","0","3009061","",""
"3078373-20","","アルピノ前(2)","","33.44614","129.97017","3078373-20","","0","3078373","",""
"3001023-03","","大手口(3)","","33.449538","129.969571","3001023-03","","0","3001023","",""
"3050270-20","","鏡山下(2)","","33.43605","130.013","3050270-20","","0","3050270","",""
"3602371-00","","天神日銀前","","33.592834","130.399857","3602371-00","","0","3602371","",""
"3602370-00","","西鉄天神高速バスターミナル","","33.588262","130.40045","3602370-00","","0","3602370","",""
"3050270-10","","鏡山下(1)","","33.43575","130.01212","3050270-10","","0","3050270","",""
"3001023-04","","大手口(4)","","33.449092","129.969599","3001023-04","","0","3001023","",""
"3078373-10","","アルピノ前(1)","","33.44627","129.97029","3078373-10","","0","3078373","",""
"3607057-01","","夫婦橋(1)","","33.577287","130.187265","3607057-01","","0","3607057","",""
"3607056-01","","作出入口(1)","","33.573832","130.187962","3607056-01","","0","3607056","",""
"3607055-01","","大浦台団地入口(1)","","33.569619","130.188133","3607055-01","","0","3607055","",""
"3607055-02","","大浦台団地入口(2)","","33.5698","130.188045","3607055-02","","0","3607055","",""
"3607056-02","","作出入口(2)","","33.573595","130.187883","3607056-02","","0","3607056","",""
"3607057-02","","夫婦橋(2)","","33.578039","130.186768","3607057-02","","0","3607057","",""
"3008053-00","","持山上","","33.53779","129.89865","3008053-00","","0","3008053","",""
"3008052-00","","長沙子","","33.54394","129.8994","3008052-00","","0","3008052","",""
"3401863-00","","小友","","33.545705","129.906405","3401863-00","","0","3401863","",""
"3008051-00","","尾の上","","33.54787","129.89685","3008051-00","","0","3008051","",""
"3008050-00","","呼子台場みなとプラザ","","33.54678","129.89191","3008050-00","","0","3008050","",""
"3401864-00","","呼子市民センター前","","33.543166","129.89256","3401864-00","","0","3401864","",""
"3401882-00","","加唐島・馬渡島・航路乗り場","","33.541568","129.893919","3401882-00","","0","3401882","",""
"3401865-00","","小川島航路乗り場","","33.538953","129.894814","3401865-00","","0","3401865","",""
"3009060-01","","ひばりヶ丘(1)","","33.53017","129.88875","3009060-01","","0","3009060","",""
"3009059-01","","呼子公民館(2)","","33.53276","129.887113","3009059-01","","0","3009059","",""
"3401866-00","","桟橋前","","33.535063","129.878357","3401866-00","","0","3401866","",""
"3401867-00","","駐在所前","","33.532724","129.87243","3401867-00","","0","3401867","",""
"3401861-00","","徳川家康別陣下","","33.533572","129.882643","3401861-00","","0","3401861","",""
"3009058-00","","呼子大橋","","33.53942","129.88432","3009058-00","","0","3009058","",""
"3009057-00","","片島","","33.54728","129.88118","3009057-00","","0","3009057","",""
"3009056-00","","田島神社","","33.55482","129.8905","3009056-00","","0","3009056","",""
"3009055-00","","加部島中部","","33.55555","129.88817","3009055-00","","0","3009055","",""
"3009054-00","","加部島杉村","","33.55823","129.88803","3009054-00","","0","3009054","",""
"3401862-00","","風の見える丘公園","","33.549536","129.881319","3401862-00","","0","3401862","",""
"3010071-10","","名護屋城址(1)","","33.53192","129.86966","3010071-10","","0","3010071","",""
"3010070-00","","大久保（鎮西町）","","33.53296","129.86603","3010070-00","","0","3010070","",""
"3010069-00","","先部","","33.53521","129.86113","3010069-00","","0","3010069","",""
"3010068-00","","波戸岬少年自然の家","","33.53985","129.85764","3010068-00","","0","3010068","",""
"3010067-00","","鳥の巣","","33.54318","129.85715","3010067-00","","0","3010067","",""
"3010066-00","","波戸港入口","","33.54509","129.85516","3010066-00","","0","3010066","",""
"3010065-00","","波戸","","33.54781","129.85445","3010065-00","","0","3010065","",""
"3010064-00","","波戸岬","","33.55202","129.8535","3010064-00","","0","3010064","",""
"3010063-00","","波戸岬国民宿舎","","33.55109","129.85172","3010063-00","","0","3010063","",""
"3607005-01","","伊都文化会館前(1)","","33.560204","130.203702","3607005-01","","0","3607005","",""
"3607006-01","","糸島農協前(1)","","33.560984","130.208266","3607006-01","","0","3607006","",""
"3607007-01","","浦志(1)","","33.562199","130.212481","3607007-01","","0","3607007","",""
"3607008-01","","潤(1)","","33.563636","130.218435","3607008-01","","0","3607008","",""
"3607009-01","","産の宮(1)","","33.564563","130.223273","3607009-01","","0","3607009","",""
"3609001-01","","産の宮北(1)","","33.565757","130.224189","3609001-01","","0","3609001","",""
"3607293-01","","東風小学校東(1)","","33.567248","130.220232","3607293-01","","0","3607293","",""
"3607294-01","","東風コミュニティセンター前(1)","","33.568434","130.21505","3607294-01","","0","3607294","",""
"3607296-01","","泊三区(1)","","33.571536","130.213615","3607296-01","","0","3607296","",""
"3609004-01","","泊東口(1)","","33.574736","130.213477","3609004-01","","0","3609004","",""
"3607101-01","","大塚(1)","","33.578666","130.215272","3607101-01","","0","3607101","",""
"3609005-01","","泊北口(1)","","33.584877","130.215086","3609005-01","","0","3609005","",""
"3607288-01","","九大農学部(1)","","33.594614","130.212853","3607288-01","","0","3607288","",""
